Fiscal year,Diagnosis category,Sex,fiscal_year,value,ci_low,ci_high,sheet_type
2021–2022,Anxiety disorders,Male,Agegroup:10–14years–Rate,15.2,,,Hospitalization
2021–2022,Anxiety disorders,Total,Agegroup:10–14years–Rate,52.8,,,Hospitalization
2021–2022,Personality disorders,Female,Agegroup:10–14years–Rate,31.2,,,Hospitalization
2021–2022,Personality disorders,Male,Agegroup:10–14years–Rate,2.3,,,Hospitalization
2021–2022,Personality disorders,Total,Agegroup:10–14years–Rate,16.3,,,Hospitalization
2021–2022,Other disorders,Female,Agegroup:10–14years–Rate,329.4,,,Hospitalization
2021–2022,Other disorders,Male,Agegroup:10–14years–Rate,112.1,,,Hospitalization
2021–2022,Other disorders,Total,Agegroup:10–14years–Rate,217.5,,,Hospitalization
2021–2022,   Trauma- and stressor-related disorders,Female,Agegroup:10–14years–Rate,161.6,,,Hospitalization
2021–2022,   Trauma- and stressor-related disorders,Male,Agegroup:10–14years–Rate,32.9,,,Hospitalization
2021–2022,   Trauma- and stressor-related disorders,Total,Agegroup:10–14years–Rate,95.3,,,Hospitalization
2021–2022,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:10–14years–Rate,27.7,,,Hospitalization
2021–2022,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:10–14years–Rate,25.4,,,Hospitalization
2021–2022,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:10–14years–Rate,26.5,,,Hospitalization
2021–2022,   Eating and feeding disorders,Female,Agegroup:10–14years–Rate,77.9,,,Hospitalization
2021–2022,   Eating and feeding disorders,Male,Agegroup:10–14years–Rate,8.5,,,Hospitalization
2021–2022,   Eating and feeding disorders,Total,Agegroup:10–14years–Rate,42.2,,,Hospitalization
2021–2022,   Tic disorders,Female,Agegroup:10–14years–Rate,2.3,,,Hospitalization
2021–2022,   Tic disorders,Male,Agegroup:10–14years–Rate,1.8,,,Hospitalization
2021–2022,   Tic disorders,Total,Agegroup:10–14years–Rate,2.1,,,Hospitalization
2021–2022,   ADHD,Female,Agegroup:10–14years–Rate,27.5,,,Hospitalization
2021–2022,   ADHD,Male,Agegroup:10–14years–Rate,26.0,,,Hospitalization
2021–2022,   ADHD,Total,Agegroup:10–14years–Rate,26.7,,,Hospitalization
2022–2023,Neurocognitive disorders,Female,Agegroup:10–14years–Rate,0.6,,,Hospitalization
2022–2023,Neurocognitive disorders,Male,Agegroup:10–14years–Rate,0.7,,,Hospitalization
2022–2023,Neurocognitive disorders,Total,Agegroup:10–14years–Rate,0.7,,,Hospitalization
2022–2023,Substance-related disorders,Female,Agegroup:10–14years–Rate,11.2,,,Hospitalization
2022–2023,Substance-related disorders,Male,Agegroup:10–14years–Rate,6.4,,,Hospitalization
2022–2023,Substance-related disorders,Total,Agegroup:10–14years–Rate,8.8,,,Hospitalization
2022–2023,Schizophrenic and psychotic disorders,Female,Agegroup:10–14years–Rate,8.9,,,Hospitalization
2022–2023,Schizophrenic and psychotic disorders,Male,Agegroup:10–14years–Rate,6.2,,,Hospitalization
2022–2023,Schizophrenic and psychotic disorders,Total,Agegroup:10–14years–Rate,7.5,,,Hospitalization
2022–2023,Mood disorders,Female,Agegroup:10–14years–Rate,132.8,,,Hospitalization
2022–2023,Mood disorders,Male,Agegroup:10–14years–Rate,27.8,,,Hospitalization
2022–2023,Mood disorders,Total,Agegroup:10–14years–Rate,78.8,,,Hospitalization
2022–2023,Anxiety disorders,Female,Agegroup:10–14years–Rate,74.4,,,Hospitalization
2022–2023,Anxiety disorders,Male,Agegroup:10–14years–Rate,13.3,,,Hospitalization
2022–2023,Anxiety disorders,Total,Agegroup:10–14years–Rate,43.0,,,Hospitalization
2022–2023,Personality disorders,Female,Agegroup:10–14years–Rate,30.4,,,Hospitalization
2022–2023,Personality disorders,Male,Agegroup:10–14years–Rate,3.0,,,Hospitalization
2022–2023,Personality disorders,Total,Agegroup:10–14years–Rate,16.3,,,Hospitalization
2022–2023,Other disorders,Female,Agegroup:10–14years–Rate,264.3,,,Hospitalization
2022–2023,Other disorders,Male,Agegroup:10–14years–Rate,104.1,,,Hospitalization
2022–2023,Other disorders,Total,Agegroup:10–14years–Rate,181.9,,,Hospitalization
2022–2023,   Trauma- and stressor-related disorders,Female,Agegroup:10–14years–Rate,126.3,,,Hospitalization
2022–2023,   Trauma- and stressor-related disorders,Male,Agegroup:10–14years–Rate,31.1,,,Hospitalization
2022–2023,   Trauma- and stressor-related disorders,Total,Agegroup:10–14years–Rate,77.3,,,Hospitalization
2022–2023,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:10–14years–Rate,24.2,,,Hospitalization
2022–2023,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:10–14years–Rate,20.4,,,Hospitalization
2022–2023,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:10–14years–Rate,22.2,,,Hospitalization
2022–2023,   Eating and feeding disorders,Female,Agegroup:10–14years–Rate,60.4,,,Hospitalization
2022–2023,   Eating and feeding disorders,Male,Agegroup:10–14years–Rate,7.7,,,Hospitalization
2022–2023,   Eating and feeding disorders,Total,Agegroup:10–14years–Rate,33.3,,,Hospitalization
2022–2023,   Tic disorders,Female,Agegroup:10–14years–Rate,0.7,,,Hospitalization
2022–2023,   Tic disorders,Male,Agegroup:10–14years–Rate,1.3,,,Hospitalization
2022–2023,   Tic disorders,Total,Agegroup:10–14years–Rate,1.0,,,Hospitalization
2022–2023,   ADHD,Female,Agegroup:10–14years–Rate,28.9,,,Hospitalization
2022–2023,   ADHD,Male,Agegroup:10–14years–Rate,24.3,,,Hospitalization
2022–2023,   ADHD,Total,Agegroup:10–14years–Rate,26.5,,,Hospitalization
2023–2024,Neurocognitive disorders,Female,Agegroup:10–14years–Rate,0.4,,,Hospitalization
2023–2024,Neurocognitive disorders,Male,Agegroup:10–14years–Rate,0.8,,,Hospitalization
2023–2024,Neurocognitive disorders,Total,Agegroup:10–14years–Rate,0.6,,,Hospitalization
2023–2024,Substance-related disorders,Female,Agegroup:10–14years–Rate,11.4,,,Hospitalization
2023–2024,Substance-related disorders,Male,Agegroup:10–14years–Rate,5.8,,,Hospitalization
2023–2024,Substance-related disorders,Total,Agegroup:10–14years–Rate,8.5,,,Hospitalization
2023–2024,Schizophrenic and psychotic disorders,Female,Agegroup:10–14years–Rate,9.2,,,Hospitalization
2023–2024,Schizophrenic and psychotic disorders,Male,Agegroup:10–14years–Rate,5.9,,,Hospitalization
2023–2024,Schizophrenic and psychotic disorders,Total,Agegroup:10–14years–Rate,7.5,,,Hospitalization
2023–2024,Mood disorders,Female,Agegroup:10–14years–Rate,113.9,,,Hospitalization
2023–2024,Mood disorders,Male,Agegroup:10–14years–Rate,26.9,,,Hospitalization
2023–2024,Mood disorders,Total,Agegroup:10–14years–Rate,69.1,,,Hospitalization
2023–2024,Anxiety disorders,Female,Agegroup:10–14years–Rate,51.7,,,Hospitalization
2023–2024,Anxiety disorders,Male,Agegroup:10–14years–Rate,12.4,,,Hospitalization
2023–2024,Anxiety disorders,Total,Agegroup:10–14years–Rate,31.5,,,Hospitalization
2023–2024,Personality disorders,Female,Agegroup:10–14years–Rate,24.7,,,Hospitalization
2023–2024,Personality disorders,Male,Agegroup:10–14years–Rate,2.9,,,Hospitalization
2023–2024,Personality disorders,Total,Agegroup:10–14years–Rate,13.5,,,Hospitalization
2023–2024,Other disorders,Female,Agegroup:10–14years–Rate,249.7,,,Hospitalization
2023–2024,Other disorders,Male,Agegroup:10–14years–Rate,109.1,,,Hospitalization
2023–2024,Other disorders,Total,Agegroup:10–14years–Rate,177.4,,,Hospitalization
2023–2024,   Trauma- and stressor-related disorders,Female,Agegroup:10–14years–Rate,126.7,,,Hospitalization
2023–2024,   Trauma- and stressor-related disorders,Male,Agegroup:10–14years–Rate,31.5,,,Hospitalization
2023–2024,   Trauma- and stressor-related disorders,Total,Agegroup:10–14years–Rate,77.7,,,Hospitalization
2023–2024,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:10–14years–Rate,23.3,,,Hospitalization
2023–2024,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:10–14years–Rate,21.6,,,Hospitalization
2023–2024,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:10–14years–Rate,22.4,,,Hospitalization
2023–2024,   Eating and feeding disorders,Female,Agegroup:10–14years–Rate,51.0,,,Hospitalization
2023–2024,   Eating and feeding disorders,Male,Agegroup:10–14years–Rate,6.7,,,Hospitalization
2023–2024,   Eating and feeding disorders,Total,Agegroup:10–14years–Rate,28.2,,,Hospitalization
2023–2024,   Tic disorders,Female,Agegroup:10–14years–Rate,1.5,,,Hospitalization
2023–2024,   Tic disorders,Male,Agegroup:10–14years–Rate,1.3,,,Hospitalization
2023–2024,   Tic disorders,Total,Agegroup:10–14years–Rate,1.4,,,Hospitalization
2023–2024,   ADHD,Female,Agegroup:10–14years–Rate,28.1,,,Hospitalization
2023–2024,   ADHD,Male,Agegroup:10–14years–Rate,27.8,,,Hospitalization
2023–2024,   ADHD,Total,Agegroup:10–14years–Rate,28.0,,,Hospitalization
2018–2019,Neurocognitive disorders,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,Neurocognitive disorders,Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,Neurocognitive disorders,Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,Substance-related disorders,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,Substance-related disorders,Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,Substance-related disorders,Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,Schizophrenic and psychotic disorders,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,Schizophrenic and psychotic disorders,Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,Schizophrenic and psychotic disorders,Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,Mood disorders,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,Mood disorders,Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,Mood disorders,Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,Anxiety disorders,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,Anxiety disorders,Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,Anxiety disorders,Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,Personality disorders,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,Personality disorders,Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,Personality disorders,Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,Other disorders,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,Other disorders,Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,Other disorders,Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,   Trauma- and stressor-related disorders,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,   Trauma- and stressor-related disorders,Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,   Trauma- and stressor-related disorders,Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,   Eating and feeding disorders,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,   Eating and feeding disorders,Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,   Eating and feeding disorders,Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,   Tic disorders,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,   Tic disorders,Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,   Tic disorders,Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,   ADHD,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,   ADHD,Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2018–2019,   ADHD,Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,Neurocognitive disorders,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,Neurocognitive disorders,Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,Neurocognitive disorders,Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,Substance-related disorders,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,Substance-related disorders,Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,Substance-related disorders,Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,Schizophrenic and psychotic disorders,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,Schizophrenic and psychotic disorders,Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,Schizophrenic and psychotic disorders,Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,Mood disorders,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,Mood disorders,Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,Mood disorders,Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,Anxiety disorders,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,Anxiety disorders,Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,Anxiety disorders,Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,Personality disorders,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,Personality disorders,Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,Personality disorders,Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,Other disorders,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,Other disorders,Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,Other disorders,Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,   Trauma- and stressor-related disorders,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,   Trauma- and stressor-related disorders,Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,   Trauma- and stressor-related disorders,Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,   Eating and feeding disorders,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,   Eating and feeding disorders,Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,   Eating and feeding disorders,Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,   Tic disorders,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,   Tic disorders,Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,   Tic disorders,Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,   ADHD,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,   ADHD,Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2019–2020,   ADHD,Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2020–2021,Neurocognitive disorders,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2020–2021,Neurocognitive disorders,Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2020–2021,Neurocognitive disorders,Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2020–2021,Substance-related disorders,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2020–2021,Substance-related disorders,Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2020–2021,Substance-related disorders,Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2020–2021,Schizophrenic and psychotic disorders,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2020–2021,Schizophrenic and psychotic disorders,Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2020–2021,Schizophrenic and psychotic disorders,Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2020–2021,Mood disorders,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
2020–2021,Mood disorders,Male,Agegroup:10–14years–95%CI,,,,Hospitalization
2020–2021,Mood disorders,Total,Agegroup:10–14years–95%CI,,,,Hospitalization
2020–2021,Anxiety disorders,Female,Agegroup:10–14years–95%CI,,,,Hospitalization
